"","ORG_CODE","SEX","AGE","POP","abs_pop"
"3233","P81053","MALE","67",-50,50
"3234","P81053","MALE","68",-39,39
"3235","P81053","MALE","69",-35,35
"3236","P81053","MALE","7",-47,47
"3237","P81053","MALE","70",-41,41
"3238","P81053","MALE","71",-52,52
"3239","P81053","MALE","72",-45,45
"3240","P81053","MALE","73",-52,52
"3241","P81053","MALE","74",-35,35
"3242","P81053","MALE","75",-48,48
"3243","P81053","MALE","76",-30,30
"3244","P81053","MALE","77",-27,27
"3245","P81053","MALE","78",-23,23
"3246","P81053","MALE","79",-25,25
"3247","P81053","MALE","8",-36,36
"3248","P81053","MALE","80",-15,15
"3249","P81053","MALE","81",-16,16
"3250","P81053","MALE","82",-19,19
"3251","P81053","MALE","83",-11,11
"3252","P81053","MALE","84",-11,11
"3253","P81053","MALE","85",-12,12
"3254","P81053","MALE","86",-6,6
"3255","P81053","MALE","87",-7,7
"3256","P81053","MALE","88",-5,5
"3257","P81053","MALE","89",-4,4
"3258","P81053","MALE","9",-53,53
"3259","P81053","MALE","90",-7,7
"3260","P81053","MALE","91",-1,1
"3261","P81053","MALE","92",-2,2
"3262","P81053","MALE","93",0,0
"3263","P81053","MALE","94",-2,2
"3264","P81053","MALE","95+",0,0
"3265","P81065","MALE","0",-59,59
"3266","P81065","MALE","1",-86,86
"3267","P81065","MALE","10",-115,115
"3268","P81065","MALE","11",-92,92
"3269","P81065","MALE","12",-88,88
"3270","P81065","MALE","13",-88,88
"3271","P81065","MALE","14",-98,98
"3272","P81065","MALE","15",-79,79
"3273","P81065","MALE","16",-66,66
"3274","P81065","MALE","17",-78,78
"3275","P81065","MALE","18",-56,56
"3276","P81065","MALE","19",-90,90
"3277","P81065","MALE","2",-79,79
"3278","P81065","MALE","20",-68,68
"3279","P81065","MALE","21",-71,71
"3280","P81065","MALE","22",-78,78
"3281","P81065","MALE","23",-89,89
"3282","P81065","MALE","24",-75,75
"3283","P81065","MALE","25",-74,74
"3284","P81065","MALE","26",-93,93
"3285","P81065","MALE","27",-91,91
"3286","P81065","MALE","28",-104,104
"3287","P81065","MALE","29",-102,102
"3288","P81065","MALE","3",-86,86
"3289","P81065","MALE","30",-102,102
"3290","P81065","MALE","31",-97,97
"3291","P81065","MALE","32",-108,108
"3292","P81065","MALE","33",-101,101
"3293","P81065","MALE","34",-87,87
"3294","P81065","MALE","35",-101,101
"3295","P81065","MALE","36",-88,88
"3296","P81065","MALE","37",-97,97
"3297","P81065","MALE","38",-94,94
"3298","P81065","MALE","39",-73,73
"3299","P81065","MALE","4",-79,79
"3300","P81065","MALE","40",-83,83
"3301","P81065","MALE","41",-69,69
"3302","P81065","MALE","42",-75,75
"3303","P81065","MALE","43",-79,79
"3304","P81065","MALE","44",-83,83
"3305","P81065","MALE","45",-107,107
"3306","P81065","MALE","46",-94,94
"3307","P81065","MALE","47",-117,117
"3308","P81065","MALE","48",-107,107
"3309","P81065","MALE","49",-104,104
"3310","P81065","MALE","5",-107,107
"3311","P81065","MALE","50",-108,108
"3312","P81065","MALE","51",-102,102
"3313","P81065","MALE","52",-106,106
"3314","P81065","MALE","53",-99,99
"3315","P81065","MALE","54",-121,121
"3316","P81065","MALE","55",-104,104
"3317","P81065","MALE","56",-117,117
"3318","P81065","MALE","57",-124,124
"3319","P81065","MALE","58",-117,117
"3320","P81065","MALE","59",-114,114
"3321","P81065","MALE","6",-81,81
"3322","P81065","MALE","60",-86,86
"3323","P81065","MALE","61",-116,116
"3324","P81065","MALE","62",-104,104
"3325","P81065","MALE","63",-83,83
"3326","P81065","MALE","64",-83,83
"3327","P81065","MALE","65",-86,86
"3328","P81065","MALE","66",-105,105
"3329","P81065","MALE","67",-89,89
"3330","P81065","MALE","68",-98,98
"3331","P81065","MALE","69",-95,95
"3332","P81065","MALE","7",-88,88
"3333","P81065","MALE","70",-98,98
"3334","P81065","MALE","71",-104,104
"3335","P81065","MALE","72",-98,98
"3336","P81065","MALE","73",-91,91
"3337","P81065","MALE","74",-84,84
"3338","P81065","MALE","75",-77,77
"3339","P81065","MALE","76",-61,61
"3340","P81065","MALE","77",-56,56
"3341","P81065","MALE","78",-49,49
"3342","P81065","MALE","79",-43,43
"3343","P81065","MALE","8",-96,96
"3344","P81065","MALE","80",-38,38
"3345","P81065","MALE","81",-35,35
"3346","P81065","MALE","82",-44,44
"3347","P81065","MALE","83",-29,29
"3348","P81065","MALE","84",-34,34
"3349","P81065","MALE","85",-20,20
"3350","P81065","MALE","86",-29,29
"3351","P81065","MALE","87",-23,23
"3352","P81065","MALE","88",-21,21
"3353","P81065","MALE","89",-15,15
"3354","P81065","MALE","9",-83,83
"3355","P81065","MALE","90",-8,8
"3356","P81065","MALE","91",-13,13
"3357","P81065","MALE","92",-7,7
"3358","P81065","MALE","93",-4,4
"3359","P81065","MALE","94",-5,5
"3360","P81065","MALE","95+",-6,6
"3361","P81069","MALE","0",-60,60
"3362","P81069","MALE","1",-50,50
"3363","P81069","MALE","10",-59,59
"3364","P81069","MALE","11",-78,78
"3365","P81069","MALE","12",-63,63
"3366","P81069","MALE","13",-59,59
"3367","P81069","MALE","14",-50,50
"3368","P81069","MALE","15",-56,56
"3369","P81069","MALE","16",-54,54
"3370","P81069","MALE","17",-65,65
"3371","P81069","MALE","18",-59,59
"3372","P81069","MALE","19",-57,57
"3373","P81069","MALE","2",-63,63
"3374","P81069","MALE","20",-47,47
"3375","P81069","MALE","21",-53,53
"3376","P81069","MALE","22",-44,44
"3377","P81069","MALE","23",-65,65
"3378","P81069","MALE","24",-56,56
"3379","P81069","MALE","25",-52,52
"3380","P81069","MALE","26",-58,58
"3381","P81069","MALE","27",-54,54
"3382","P81069","MALE","28",-73,73
"3383","P81069","MALE","29",-60,60
"3384","P81069","MALE","3",-50,50
"3385","P81069","MALE","30",-76,76
"3386","P81069","MALE","31",-77,77
"3387","P81069","MALE","32",-68,68
"3388","P81069","MALE","33",-65,65
"3389","P81069","MALE","34",-63,63
"3390","P81069","MALE","35",-81,81
"3391","P81069","MALE","36",-65,65
"3392","P81069","MALE","37",-77,77
"3393","P81069","MALE","38",-66,66
"3394","P81069","MALE","39",-77,77
"3395","P81069","MALE","4",-51,51
"3396","P81069","MALE","40",-69,69
"3397","P81069","MALE","41",-77,77
"3398","P81069","MALE","42",-58,58
"3399","P81069","MALE","43",-64,64
"3400","P81069","MALE","44",-77,77
"3401","P81069","MALE","45",-64,64
"3402","P81069","MALE","46",-77,77
"3403","P81069","MALE","47",-69,69
"3404","P81069","MALE","48",-83,83
"3405","P81069","MALE","49",-73,73
"3406","P81069","MALE","5",-58,58
"3407","P81069","MALE","50",-82,82
"3408","P81069","MALE","51",-84,84
"3409","P81069","MALE","52",-75,75
"3410","P81069","MALE","53",-77,77
"3411","P81069","MALE","54",-82,82
"3412","P81069","MALE","55",-87,87
"3413","P81069","MALE","56",-81,81
"3414","P81069","MALE","57",-82,82
"3415","P81069","MALE","58",-90,90
"3416","P81069","MALE","59",-88,88
"3417","P81069","MALE","6",-53,53
"3418","P81069","MALE","60",-71,71
"3419","P81069","MALE","61",-71,71
"3420","P81069","MALE","62",-74,74
"3421","P81069","MALE","63",-72,72
"3422","P81069","MALE","64",-55,55
"3423","P81069","MALE","65",-58,58
"3424","P81069","MALE","66",-79,79
"3425","P81069","MALE","67",-60,60
"3426","P81069","MALE","68",-47,47
"3427","P81069","MALE","69",-68,68
"3428","P81069","MALE","7",-66,66
"3429","P81069","MALE","70",-81,81
"3430","P81069","MALE","71",-67,67
"3431","P81069","MALE","72",-73,73
"3432","P81069","MALE","73",-64,64
"3433","P81069","MALE","74",-51,51
"3434","P81069","MALE","75",-59,59
"3435","P81069","MALE","76",-33,33
"3436","P81069","MALE","77",-39,39
"3437","P81069","MALE","78",-40,40
"3438","P81069","MALE","79",-24,24
"3439","P81069","MALE","8",-54,54
"3440","P81069","MALE","80",-31,31
"3441","P81069","MALE","81",-38,38
"3442","P81069","MALE","82",-21,21
"3443","P81069","MALE","83",-26,26
"3444","P81069","MALE","84",-22,22
"3445","P81069","MALE","85",-32,32
"3446","P81069","MALE","86",-18,18
"3447","P81069","MALE","87",-13,13
"3448","P81069","MALE","88",-15,15
"3449","P81069","MALE","89",-9,9
"3450","P81069","MALE","9",-63,63
"3451","P81069","MALE","90",-13,13
"3452","P81069","MALE","91",-10,10
"3453","P81069","MALE","92",-7,7
"3454","P81069","MALE","93",-3,3
"3455","P81069","MALE","94",-3,3
"3456","P81069","MALE","95+",-7,7
"3457","P81070","MALE","0",-46,46
"3458","P81070","MALE","1",-47,47
"3459","P81070","MALE","10",-57,57
"3460","P81070","MALE","11",-42,42
"3461","P81070","MALE","12",-55,55
"3462","P81070","MALE","13",-55,55
"3463","P81070","MALE","14",-38,38
"3464","P81070","MALE","15",-45,45
"3465","P81070","MALE","16",-33,33
"3466","P81070","MALE","17",-37,37
"3467","P81070","MALE","18",-38,38
"3468","P81070","MALE","19",-33,33
"3469","P81070","MALE","2",-48,48
"3470","P81070","MALE","20",-44,44
"3471","P81070","MALE","21",-53,53
"3472","P81070","MALE","22",-43,43
"3473","P81070","MALE","23",-36,36
"3474","P81070","MALE","24",-41,41
"3475","P81070","MALE","25",-56,56
"3476","P81070","MALE","26",-40,40
"3477","P81070","MALE","27",-44,44
"3478","P81070","MALE","28",-24,24
"3479","P81070","MALE","29",-39,39
"3480","P81070","MALE","3",-53,53
"3481","P81070","MALE","30",-55,55
"3482","P81070","MALE","31",-51,51
"3483","P81070","MALE","32",-44,44
"3484","P81070","MALE","33",-51,51
"3485","P81070","MALE","34",-57,57
"3486","P81070","MALE","35",-56,56
"3487","P81070","MALE","36",-35,35
"3488","P81070","MALE","37",-57,57
"3489","P81070","MALE","38",-51,51
"3490","P81070","MALE","39",-46,46
"3491","P81070","MALE","4",-55,55
"3492","P81070","MALE","40",-49,49
"3493","P81070","MALE","41",-49,49
"3494","P81070","MALE","42",-37,37
"3495","P81070","MALE","43",-40,40
"3496","P81070","MALE","44",-45,45
"3497","P81070","MALE","45",-33,33
"3498","P81070","MALE","46",-42,42
"3499","P81070","MALE","47",-44,44
"3500","P81070","MALE","48",-46,46
"3501","P81070","MALE","49",-50,50
"3502","P81070","MALE","5",-47,47
"3503","P81070","MALE","50",-43,43
"3504","P81070","MALE","51",-46,46
"3505","P81070","MALE","52",-36,36
"3506","P81070","MALE","53",-47,47
"3507","P81070","MALE","54",-51,51
"3508","P81070","MALE","55",-32,32
"3509","P81070","MALE","56",-32,32
"3510","P81070","MALE","57",-43,43
"3511","P81070","MALE","58",-41,41
"3512","P81070","MALE","59",-47,47
"3513","P81070","MALE","6",-40,40
"3514","P81070","MALE","60",-45,45
"3515","P81070","MALE","61",-41,41
"3516","P81070","MALE","62",-45,45
"3517","P81070","MALE","63",-42,42
"3518","P81070","MALE","64",-45,45
"3519","P81070","MALE","65",-47,47
"3520","P81070","MALE","66",-41,41
"3521","P81070","MALE","67",-38,38
"3522","P81070","MALE","68",-33,33
"3523","P81070","MALE","69",-38,38
"3524","P81070","MALE","7",-64,64
"3525","P81070","MALE","70",-45,45
"3526","P81070","MALE","71",-40,40
"3527","P81070","MALE","72",-44,44
"3528","P81070","MALE","73",-39,39
"3529","P81070","MALE","74",-42,42
"3530","P81070","MALE","75",-41,41
"3531","P81070","MALE","76",-31,31
"3532","P81070","MALE","77",-44,44
"3533","P81070","MALE","78",-21,21
"3534","P81070","MALE","79",-18,18
"3535","P81070","MALE","8",-52,52
"3536","P81070","MALE","80",-18,18
"3537","P81070","MALE","81",-24,24
"3538","P81070","MALE","82",-18,18
"3539","P81070","MALE","83",-19,19
"3540","P81070","MALE","84",-12,12
"3541","P81070","MALE","85",-14,14
"3542","P81070","MALE","86",-17,17
"3543","P81070","MALE","87",-12,12
"3544","P81070","MALE","88",-6,6
"3545","P81070","MALE","89",-12,12
"3546","P81070","MALE","9",-70,70
"3547","P81070","MALE","90",-7,7
"3548","P81070","MALE","91",-6,6
"3549","P81070","MALE","92",-7,7
"3550","P81070","MALE","93",-4,4
"3551","P81070","MALE","94",-2,2
"3552","P81070","MALE","95+",-2,2
"3553","P81078","MALE","0",-54,54
"3554","P81078","MALE","1",-53,53
"3555","P81078","MALE","10",-68,68
"3556","P81078","MALE","11",-60,60
"3557","P81078","MALE","12",-60,60
"3558","P81078","MALE","13",-64,64
"3559","P81078","MALE","14",-69,69
"3560","P81078","MALE","15",-73,73
"3561","P81078","MALE","16",-68,68
"3562","P81078","MALE","17",-68,68
"3563","P81078","MALE","18",-46,46
"3564","P81078","MALE","19",-54,54
"3565","P81078","MALE","2",-69,69
"3566","P81078","MALE","20",-62,62
"3567","P81078","MALE","21",-55,55
"3568","P81078","MALE","22",-62,62
"3569","P81078","MALE","23",-66,66
"3570","P81078","MALE","24",-55,55
"3571","P81078","MALE","25",-60,60
"3572","P81078","MALE","26",-81,81
"3573","P81078","MALE","27",-65,65
"3574","P81078","MALE","28",-70,70
"3575","P81078","MALE","29",-91,91
"3576","P81078","MALE","3",-85,85
"3577","P81078","MALE","30",-83,83
"3578","P81078","MALE","31",-74,74
"3579","P81078","MALE","32",-78,78
"3580","P81078","MALE","33",-85,85
"3581","P81078","MALE","34",-90,90
"3582","P81078","MALE","35",-67,67
"3583","P81078","MALE","36",-90,90
"3584","P81078","MALE","37",-74,74
"3585","P81078","MALE","38",-82,82
"3586","P81078","MALE","39",-85,85
"3587","P81078","MALE","4",-66,66
"3588","P81078","MALE","40",-75,75
"3589","P81078","MALE","41",-67,67
"3590","P81078","MALE","42",-52,52
"3591","P81078","MALE","43",-74,74
"3592","P81078","MALE","44",-86,86
"3593","P81078","MALE","45",-77,77
"3594","P81078","MALE","46",-88,88
"3595","P81078","MALE","47",-79,79
"3596","P81078","MALE","48",-84,84
"3597","P81078","MALE","49",-87,87
"3598","P81078","MALE","5",-59,59
"3599","P81078","MALE","50",-78,78
"3600","P81078","MALE","51",-96,96
"3601","P81078","MALE","52",-93,93
"3602","P81078","MALE","53",-92,92
"3603","P81078","MALE","54",-85,85
"3604","P81078","MALE","55",-94,94
"3605","P81078","MALE","56",-96,96
"3606","P81078","MALE","57",-89,89
"3607","P81078","MALE","58",-80,80
"3608","P81078","MALE","59",-68,68
"3609","P81078","MALE","6",-78,78
"3610","P81078","MALE","60",-76,76
"3611","P81078","MALE","61",-57,57
"3612","P81078","MALE","62",-75,75
"3613","P81078","MALE","63",-74,74
"3614","P81078","MALE","64",-60,60
"3615","P81078","MALE","65",-71,71
"3616","P81078","MALE","66",-64,64
"3617","P81078","MALE","67",-71,71
"3618","P81078","MALE","68",-66,66
"3619","P81078","MALE","69",-76,76
"3620","P81078","MALE","7",-81,81
"3621","P81078","MALE","70",-81,81
"3622","P81078","MALE","71",-83,83
"3623","P81078","MALE","72",-93,93
"3624","P81078","MALE","73",-64,64
"3625","P81078","MALE","74",-44,44
"3626","P81078","MALE","75",-55,55
"3627","P81078","MALE","76",-49,49
"3628","P81078","MALE","77",-47,47
"3629","P81078","MALE","78",-38,38
"3630","P81078","MALE","79",-36,36
"3631","P81078","MALE","8",-61,61
"3632","P81078","MALE","80",-31,31
"3633","P81078","MALE","81",-39,39
"3634","P81078","MALE","82",-26,26
"3635","P81078","MALE","83",-36,36
"3636","P81078","MALE","84",-18,18
"3637","P81078","MALE","85",-21,21
"3638","P81078","MALE","86",-18,18
"3639","P81078","MALE","87",-14,14
"3640","P81078","MALE","88",-13,13
"3641","P81078","MALE","89",-8,8
"3642","P81078","MALE","9",-82,82
"3643","P81078","MALE","90",-11,11
"3644","P81078","MALE","91",-5,5
"3645","P81078","MALE","92",-3,3
"3646","P81078","MALE","93",-6,6
"3647","P81078","MALE","94",-4,4
"3648","P81078","MALE","95+",-6,6
"3649","P81088","MALE","0",-31,31
"3650","P81088","MALE","1",-54,54
"3651","P81088","MALE","10",-46,46
"3652","P81088","MALE","11",-41,41
"3653","P81088","MALE","12",-44,44
"3654","P81088","MALE","13",-53,53
"3655","P81088","MALE","14",-34,34
"3656","P81088","MALE","15",-33,33
"3657","P81088","MALE","16",-41,41
"3658","P81088","MALE","17",-44,44
"3659","P81088","MALE","18",-28,28
"3660","P81088","MALE","19",-37,37
"3661","P81088","MALE","2",-43,43
"3662","P81088","MALE","20",-43,43
"3663","P81088","MALE","21",-39,39
"3664","P81088","MALE","22",-43,43
"3665","P81088","MALE","23",-42,42
"3666","P81088","MALE","24",-52,52
"3667","P81088","MALE","25",-41,41
"3668","P81088","MALE","26",-50,50
"3669","P81088","MALE","27",-46,46
"3670","P81088","MALE","28",-44,44
"3671","P81088","MALE","29",-54,54
"3672","P81088","MALE","3",-53,53
"3673","P81088","MALE","30",-41,41
"3674","P81088","MALE","31",-39,39
"3675","P81088","MALE","32",-55,55
"3676","P81088","MALE","33",-49,49
"3677","P81088","MALE","34",-46,46
"3678","P81088","MALE","35",-48,48
"3679","P81088","MALE","36",-34,34
"3680","P81088","MALE","37",-44,44
"3681","P81088","MALE","38",-47,47
"3682","P81088","MALE","39",-42,42
"3683","P81088","MALE","4",-35,35
"3684","P81088","MALE","40",-60,60
"3685","P81088","MALE","41",-51,51
"3686","P81088","MALE","42",-45,45
"3687","P81088","MALE","43",-41,41
"3688","P81088","MALE","44",-32,32
"3689","P81088","MALE","45",-31,31
"3690","P81088","MALE","46",-53,53
"3691","P81088","MALE","47",-40,40
"3692","P81088","MALE","48",-59,59
"3693","P81088","MALE","49",-61,61
"3694","P81088","MALE","5",-40,40
"3695","P81088","MALE","50",-77,77
"3696","P81088","MALE","51",-63,63
"3697","P81088","MALE","52",-61,61
"3698","P81088","MALE","53",-52,52
"3699","P81088","MALE","54",-67,67
"3700","P81088","MALE","55",-59,59
"3701","P81088","MALE","56",-54,54
"3702","P81088","MALE","57",-62,62
"3703","P81088","MALE","58",-56,56
"3704","P81088","MALE","59",-54,54
"3705","P81088","MALE","6",-32,32
"3706","P81088","MALE","60",-53,53
"3707","P81088","MALE","61",-50,50
"3708","P81088","MALE","62",-40,40
"3709","P81088","MALE","63",-39,39
"3710","P81088","MALE","64",-49,49
"3711","P81088","MALE","65",-37,37
"3712","P81088","MALE","66",-38,38
"3713","P81088","MALE","67",-37,37
"3714","P81088","MALE","68",-29,29
"3715","P81088","MALE","69",-42,42
"3716","P81088","MALE","7",-42,42
"3717","P81088","MALE","70",-48,48
"3718","P81088","MALE","71",-45,45
"3719","P81088","MALE","72",-42,42
"3720","P81088","MALE","73",-39,39
"3721","P81088","MALE","74",-25,25
"3722","P81088","MALE","75",-29,29
"3723","P81088","MALE","76",-31,31
"3724","P81088","MALE","77",-21,21
"3725","P81088","MALE","78",-21,21
"3726","P81088","MALE","79",-20,20
"3727","P81088","MALE","8",-62,62
"3728","P81088","MALE","80",-32,32
"3729","P81088","MALE","81",-20,20
"3730","P81088","MALE","82",-21,21
"3731","P81088","MALE","83",-13,13
"3732","P81088","MALE","84",-12,12
"3733","P81088","MALE","85",-13,13
"3734","P81088","MALE","86",-6,6
"3735","P81088","MALE","87",-8,8
"3736","P81088","MALE","88",-6,6
"3737","P81088","MALE","89",-8,8
"3738","P81088","MALE","9",-50,50
"3739","P81088","MALE","90",-4,4
"3740","P81088","MALE","91",-2,2
"3741","P81088","MALE","92",-2,2
"3742","P81088","MALE","93",-4,4
"3743","P81088","MALE","94",-2,2
"3744","P81088","MALE","95+",-5,5
"3745","P81095","MALE","0",-51,51
"3746","P81095","MALE","1",-51,51
"3747","P81095","MALE","10",-73,73
"3748","P81095","MALE","11",-77,77
"3749","P81095","MALE","12",-60,60
"3750","P81095","MALE","13",-61,61
"3751","P81095","MALE","14",-58,58
"3752","P81095","MALE","15",-70,70
"3753","P81095","MALE","16",-58,58
"3754","P81095","MALE","17",-63,63
"3755","P81095","MALE","18",-62,62
"3756","P81095","MALE","19",-50,50
"3757","P81095","MALE","2",-49,49
"3758","P81095","MALE","20",-47,47
"3759","P81095","MALE","21",-56,56
"3760","P81095","MALE","22",-45,45
"3761","P81095","MALE","23",-56,56
"3762","P81095","MALE","24",-47,47
"3763","P81095","MALE","25",-46,46
"3764","P81095","MALE","26",-42,42
"3765","P81095","MALE","27",-44,44
"3766","P81095","MALE","28",-35,35
"3767","P81095","MALE","29",-65,65
"3768","P81095","MALE","3",-66,66
"3769","P81095","MALE","30",-55,55
"3770","P81095","MALE","31",-63,63
"3771","P81095","MALE","32",-35,35
"3772","P81095","MALE","33",-61,61
"3773","P81095","MALE","34",-57,57
"3774","P81095","MALE","35",-68,68
"3775","P81095","MALE","36",-48,48
"3776","P81095","MALE","37",-61,61
"3777","P81095","MALE","38",-55,55
"3778","P81095","MALE","39",-53,53
"3779","P81095","MALE","4",-48,48
"3780","P81095","MALE","40",-58,58
"3781","P81095","MALE","41",-55,55
"3782","P81095","MALE","42",-67,67
"3783","P81095","MALE","43",-47,47
"3784","P81095","MALE","44",-62,62
"3785","P81095","MALE","45",-50,50
"3786","P81095","MALE","46",-49,49
"3787","P81095","MALE","47",-48,48
"3788","P81095","MALE","48",-58,58
"3789","P81095","MALE","49",-63,63
"3790","P81095","MALE","5",-69,69
"3791","P81095","MALE","50",-57,57
"3792","P81095","MALE","51",-58,58
"3793","P81095","MALE","52",-62,62
"3794","P81095","MALE","53",-42,42
"3795","P81095","MALE","54",-53,53
"3796","P81095","MALE","55",-47,47
"3797","P81095","MALE","56",-52,52
"3798","P81095","MALE","57",-42,42
"3799","P81095","MALE","58",-42,42
"3800","P81095","MALE","59",-37,37
"3801","P81095","MALE","6",-63,63
"3802","P81095","MALE","60",-50,50
"3803","P81095","MALE","61",-49,49
"3804","P81095","MALE","62",-43,43
"3805","P81095","MALE","63",-46,46
"3806","P81095","MALE","64",-37,37
"3807","P81095","MALE","65",-36,36
"3808","P81095","MALE","66",-50,50
"3809","P81095","MALE","67",-37,37
"3810","P81095","MALE","68",-30,30
"3811","P81095","MALE","69",-35,35
"3812","P81095","MALE","7",-75,75
"3813","P81095","MALE","70",-38,38
"3814","P81095","MALE","71",-46,46
"3815","P81095","MALE","72",-52,52
"3816","P81095","MALE","73",-45,45
"3817","P81095","MALE","74",-32,32
"3818","P81095","MALE","75",-26,26
"3819","P81095","MALE","76",-34,34
"3820","P81095","MALE","77",-38,38
"3821","P81095","MALE","78",-16,16
"3822","P81095","MALE","79",-20,20
"3823","P81095","MALE","8",-66,66
"3824","P81095","MALE","80",-20,20
"3825","P81095","MALE","81",-20,20
"3826","P81095","MALE","82",-24,24
"3827","P81095","MALE","83",-17,17
"3828","P81095","MALE","84",-14,14
"3829","P81095","MALE","85",-10,10
"3830","P81095","MALE","86",-14,14
"3831","P81095","MALE","87",-6,6
"3832","P81095","MALE","88",-9,9
"3833","P81095","MALE","89",-7,7
"3834","P81095","MALE","9",-65,65
"3835","P81095","MALE","90",-5,5
"3836","P81095","MALE","91",-3,3
"3837","P81095","MALE","92",-3,3
"3838","P81095","MALE","93",-2,2
"3839","P81095","MALE","94",0,0
"3840","P81095","MALE","95+",-1,1
"3841","P81099","MALE","0",-57,57
"3842","P81099","MALE","1",-44,44
"3843","P81099","MALE","10",-63,63
"3844","P81099","MALE","11",-66,66
"3845","P81099","MALE","12",-77,77
"3846","P81099","MALE","13",-75,75
"3847","P81099","MALE","14",-69,69
"3848","P81099","MALE","15",-62,62
"3849","P81099","MALE","16",-59,59
"3850","P81099","MALE","17",-49,49
"3851","P81099","MALE","18",-46,46
"3852","P81099","MALE","19",-55,55
"3853","P81099","MALE","2",-59,59
"3854","P81099","MALE","20",-51,51
"3855","P81099","MALE","21",-58,58
"3856","P81099","MALE","22",-60,60
"3857","P81099","MALE","23",-58,58
"3858","P81099","MALE","24",-56,56
"3859","P81099","MALE","25",-67,67
"3860","P81099","MALE","26",-64,64
"3861","P81099","MALE","27",-70,70
"3862","P81099","MALE","28",-66,66
"3863","P81099","MALE","29",-69,69
"3864","P81099","MALE","3",-63,63
"3865","P81099","MALE","30",-75,75
"3866","P81099","MALE","31",-68,68
"3867","P81099","MALE","32",-62,62
"3868","P81099","MALE","33",-54,54
"3869","P81099","MALE","34",-60,60
"3870","P81099","MALE","35",-63,63
"3871","P81099","MALE","36",-60,60
"3872","P81099","MALE","37",-69,69
"3873","P81099","MALE","38",-58,58
"3874","P81099","MALE","39",-74,74
"3875","P81099","MALE","4",-50,50
"3876","P81099","MALE","40",-58,58
"3877","P81099","MALE","41",-57,57
"3878","P81099","MALE","42",-68,68
"3879","P81099","MALE","43",-53,53
"3880","P81099","MALE","44",-56,56
"3881","P81099","MALE","45",-67,67
"3882","P81099","MALE","46",-64,64
"3883","P81099","MALE","47",-78,78
"3884","P81099","MALE","48",-79,79
"3885","P81099","MALE","49",-75,75
"3886","P81099","MALE","5",-63,63
"3887","P81099","MALE","50",-73,73
"3888","P81099","MALE","51",-90,90
"3889","P81099","MALE","52",-74,74
"3890","P81099","MALE","53",-74,74
"3891","P81099","MALE","54",-81,81
"3892","P81099","MALE","55",-90,90
"3893","P81099","MALE","56",-90,90
"3894","P81099","MALE","57",-75,75
"3895","P81099","MALE","58",-70,70
"3896","P81099","MALE","59",-78,78
"3897","P81099","MALE","6",-63,63
"3898","P81099","MALE","60",-71,71
"3899","P81099","MALE","61",-73,73
"3900","P81099","MALE","62",-75,75
"3901","P81099","MALE","63",-67,67
"3902","P81099","MALE","64",-60,60
"3903","P81099","MALE","65",-70,70
"3904","P81099","MALE","66",-61,61
"3905","P81099","MALE","67",-63,63
"3906","P81099","MALE","68",-56,56
"3907","P81099","MALE","69",-65,65
"3908","P81099","MALE","7",-63,63
"3909","P81099","MALE","70",-58,58
"3910","P81099","MALE","71",-71,71
"3911","P81099","MALE","72",-72,72
"3912","P81099","MALE","73",-56,56
"3913","P81099","MALE","74",-41,41
"3914","P81099","MALE","75",-46,46
"3915","P81099","MALE","76",-46,46
"3916","P81099","MALE","77",-40,40
"3917","P81099","MALE","78",-36,36
"3918","P81099","MALE","79",-21,21
"3919","P81099","MALE","8",-62,62
"3920","P81099","MALE","80",-24,24
"3921","P81099","MALE","81",-23,23
"3922","P81099","MALE","82",-31,31
"3923","P81099","MALE","83",-15,15
"3924","P81099","MALE","84",-11,11
"3925","P81099","MALE","85",-20,20
"3926","P81099","MALE","86",-17,17
"3927","P81099","MALE","87",-11,11
"3928","P81099","MALE","88",-12,12
"3929","P81099","MALE","89",-9,9
"3930","P81099","MALE","9",-46,46
"3931","P81099","MALE","90",-7,7
"3932","P81099","MALE","91",-7,7
"3933","P81099","MALE","92",-3,3
"3934","P81099","MALE","93",-6,6
"3935","P81099","MALE","94",-2,2
"3936","P81099","MALE","95+",-4,4
"3937","P81100","MALE","0",-46,46
"3938","P81100","MALE","1",-56,56
"3939","P81100","MALE","10",-87,87
"3940","P81100","MALE","11",-97,97
"3941","P81100","MALE","12",-98,98
"3942","P81100","MALE","13",-110,110
"3943","P81100","MALE","14",-106,106
"3944","P81100","MALE","15",-131,131
"3945","P81100","MALE","16",-123,123
"3946","P81100","MALE","17",-136,136
"3947","P81100","MALE","18",-82,82
"3948","P81100","MALE","19",-84,84
"3949","P81100","MALE","2",-76,76
"3950","P81100","MALE","20",-75,75
"3951","P81100","MALE","21",-78,78
"3952","P81100","MALE","22",-69,69
"3953","P81100","MALE","23",-78,78
"3954","P81100","MALE","24",-67,67
"3955","P81100","MALE","25",-67,67
"3956","P81100","MALE","26",-74,74
"3957","P81100","MALE","27",-69,69
"3958","P81100","MALE","28",-57,57
"3959","P81100","MALE","29",-77,77
"3960","P81100","MALE","3",-67,67
"3961","P81100","MALE","30",-71,71
"3962","P81100","MALE","31",-91,91
"3963","P81100","MALE","32",-88,88
"3964","P81100","MALE","33",-82,82
"3965","P81100","MALE","34",-78,78
"3966","P81100","MALE","35",-73,73
"3967","P81100","MALE","36",-81,81
