"","ORG_CODE","SEX","AGE","POP","abs_pop"
"8102","P81622","FEMALE","42",80,80
"8103","P81622","FEMALE","43",74,74
"8104","P81622","FEMALE","44",68,68
"8105","P81622","FEMALE","45",72,72
"8106","P81622","FEMALE","46",72,72
"8107","P81622","FEMALE","47",64,64
"8108","P81622","FEMALE","48",62,62
"8109","P81622","FEMALE","49",57,57
"8110","P81622","FEMALE","5",91,91
"8111","P81622","FEMALE","50",46,46
"8112","P81622","FEMALE","51",42,42
"8113","P81622","FEMALE","52",49,49
"8114","P81622","FEMALE","53",48,48
"8115","P81622","FEMALE","54",42,42
"8116","P81622","FEMALE","55",26,26
"8117","P81622","FEMALE","56",22,22
"8118","P81622","FEMALE","57",29,29
"8119","P81622","FEMALE","58",43,43
"8120","P81622","FEMALE","59",38,38
"8121","P81622","FEMALE","6",78,78
"8122","P81622","FEMALE","60",33,33
"8123","P81622","FEMALE","61",38,38
"8124","P81622","FEMALE","62",56,56
"8125","P81622","FEMALE","63",45,45
"8126","P81622","FEMALE","64",49,49
"8127","P81622","FEMALE","65",33,33
"8128","P81622","FEMALE","66",29,29
"8129","P81622","FEMALE","67",49,49
"8130","P81622","FEMALE","68",27,27
"8131","P81622","FEMALE","69",19,19
"8132","P81622","FEMALE","7",83,83
"8133","P81622","FEMALE","70",21,21
"8134","P81622","FEMALE","71",22,22
"8135","P81622","FEMALE","72",10,10
"8136","P81622","FEMALE","73",13,13
"8137","P81622","FEMALE","74",17,17
"8138","P81622","FEMALE","75",7,7
"8139","P81622","FEMALE","76",8,8
"8140","P81622","FEMALE","77",11,11
"8141","P81622","FEMALE","78",8,8
"8142","P81622","FEMALE","79",8,8
"8143","P81622","FEMALE","8",104,104
"8144","P81622","FEMALE","80",14,14
"8145","P81622","FEMALE","81",19,19
"8146","P81622","FEMALE","82",9,9
"8147","P81622","FEMALE","83",11,11
"8148","P81622","FEMALE","84",8,8
"8149","P81622","FEMALE","85",5,5
"8150","P81622","FEMALE","86",4,4
"8151","P81622","FEMALE","87",6,6
"8152","P81622","FEMALE","88",3,3
"8153","P81622","FEMALE","89",5,5
"8154","P81622","FEMALE","9",103,103
"8155","P81622","FEMALE","90",0,0
"8156","P81622","FEMALE","91",0,0
"8157","P81622","FEMALE","92",0,0
"8158","P81622","FEMALE","93",0,0
"8159","P81622","FEMALE","94",1,1
"8160","P81622","FEMALE","95+",3,3
"8161","P81633","FEMALE","0",8,8
"8162","P81633","FEMALE","1",9,9
"8163","P81633","FEMALE","10",22,22
"8164","P81633","FEMALE","11",14,14
"8165","P81633","FEMALE","12",18,18
"8166","P81633","FEMALE","13",14,14
"8167","P81633","FEMALE","14",20,20
"8168","P81633","FEMALE","15",17,17
"8169","P81633","FEMALE","16",10,10
"8170","P81633","FEMALE","17",11,11
"8171","P81633","FEMALE","18",10,10
"8172","P81633","FEMALE","19",12,12
"8173","P81633","FEMALE","2",18,18
"8174","P81633","FEMALE","20",8,8
"8175","P81633","FEMALE","21",14,14
"8176","P81633","FEMALE","22",18,18
"8177","P81633","FEMALE","23",16,16
"8178","P81633","FEMALE","24",21,21
"8179","P81633","FEMALE","25",9,9
"8180","P81633","FEMALE","26",18,18
"8181","P81633","FEMALE","27",20,20
"8182","P81633","FEMALE","28",29,29
"8183","P81633","FEMALE","29",19,19
"8184","P81633","FEMALE","3",13,13
"8185","P81633","FEMALE","30",18,18
"8186","P81633","FEMALE","31",15,15
"8187","P81633","FEMALE","32",15,15
"8188","P81633","FEMALE","33",16,16
"8189","P81633","FEMALE","34",23,23
"8190","P81633","FEMALE","35",18,18
"8191","P81633","FEMALE","36",19,19
"8192","P81633","FEMALE","37",16,16
"8193","P81633","FEMALE","38",18,18
"8194","P81633","FEMALE","39",19,19
"8195","P81633","FEMALE","4",13,13
"8196","P81633","FEMALE","40",16,16
"8197","P81633","FEMALE","41",12,12
"8198","P81633","FEMALE","42",11,11
"8199","P81633","FEMALE","43",13,13
"8200","P81633","FEMALE","44",23,23
"8201","P81633","FEMALE","45",27,27
"8202","P81633","FEMALE","46",16,16
"8203","P81633","FEMALE","47",24,24
"8204","P81633","FEMALE","48",25,25
"8205","P81633","FEMALE","49",23,23
"8206","P81633","FEMALE","5",16,16
"8207","P81633","FEMALE","50",21,21
"8208","P81633","FEMALE","51",21,21
"8209","P81633","FEMALE","52",26,26
"8210","P81633","FEMALE","53",23,23
"8211","P81633","FEMALE","54",19,19
"8212","P81633","FEMALE","55",23,23
"8213","P81633","FEMALE","56",28,28
"8214","P81633","FEMALE","57",25,25
"8215","P81633","FEMALE","58",20,20
"8216","P81633","FEMALE","59",25,25
"8217","P81633","FEMALE","6",15,15
"8218","P81633","FEMALE","60",17,17
"8219","P81633","FEMALE","61",24,24
"8220","P81633","FEMALE","62",20,20
"8221","P81633","FEMALE","63",21,21
"8222","P81633","FEMALE","64",16,16
"8223","P81633","FEMALE","65",22,22
"8224","P81633","FEMALE","66",17,17
"8225","P81633","FEMALE","67",10,10
"8226","P81633","FEMALE","68",16,16
"8227","P81633","FEMALE","69",12,12
"8228","P81633","FEMALE","7",20,20
"8229","P81633","FEMALE","70",12,12
"8230","P81633","FEMALE","71",17,17
"8231","P81633","FEMALE","72",16,16
"8232","P81633","FEMALE","73",20,20
"8233","P81633","FEMALE","74",10,10
"8234","P81633","FEMALE","75",15,15
"8235","P81633","FEMALE","76",17,17
"8236","P81633","FEMALE","77",17,17
"8237","P81633","FEMALE","78",8,8
"8238","P81633","FEMALE","79",12,12
"8239","P81633","FEMALE","8",13,13
"8240","P81633","FEMALE","80",16,16
"8241","P81633","FEMALE","81",11,11
"8242","P81633","FEMALE","82",8,8
"8243","P81633","FEMALE","83",9,9
"8244","P81633","FEMALE","84",6,6
"8245","P81633","FEMALE","85",9,9
"8246","P81633","FEMALE","86",2,2
"8247","P81633","FEMALE","87",6,6
"8248","P81633","FEMALE","88",3,3
"8249","P81633","FEMALE","89",2,2
"8250","P81633","FEMALE","9",13,13
"8251","P81633","FEMALE","90",1,1
"8252","P81633","FEMALE","91",3,3
"8253","P81633","FEMALE","92",2,2
"8254","P81633","FEMALE","93",1,1
"8255","P81633","FEMALE","94",3,3
"8256","P81633","FEMALE","95+",2,2
"8257","P81683","FEMALE","0",48,48
"8258","P81683","FEMALE","1",51,51
"8259","P81683","FEMALE","10",77,77
"8260","P81683","FEMALE","11",83,83
"8261","P81683","FEMALE","12",77,77
"8262","P81683","FEMALE","13",80,80
"8263","P81683","FEMALE","14",85,85
"8264","P81683","FEMALE","15",63,63
"8265","P81683","FEMALE","16",66,66
"8266","P81683","FEMALE","17",66,66
"8267","P81683","FEMALE","18",56,56
"8268","P81683","FEMALE","19",55,55
"8269","P81683","FEMALE","2",52,52
"8270","P81683","FEMALE","20",49,49
"8271","P81683","FEMALE","21",51,51
"8272","P81683","FEMALE","22",43,43
"8273","P81683","FEMALE","23",49,49
"8274","P81683","FEMALE","24",51,51
"8275","P81683","FEMALE","25",36,36
"8276","P81683","FEMALE","26",43,43
"8277","P81683","FEMALE","27",41,41
"8278","P81683","FEMALE","28",40,40
"8279","P81683","FEMALE","29",43,43
"8280","P81683","FEMALE","3",49,49
"8281","P81683","FEMALE","30",46,46
"8282","P81683","FEMALE","31",67,67
"8283","P81683","FEMALE","32",51,51
"8284","P81683","FEMALE","33",70,70
"8285","P81683","FEMALE","34",58,58
"8286","P81683","FEMALE","35",63,63
"8287","P81683","FEMALE","36",76,76
"8288","P81683","FEMALE","37",60,60
"8289","P81683","FEMALE","38",73,73
"8290","P81683","FEMALE","39",67,67
"8291","P81683","FEMALE","4",59,59
"8292","P81683","FEMALE","40",56,56
"8293","P81683","FEMALE","41",51,51
"8294","P81683","FEMALE","42",55,55
"8295","P81683","FEMALE","43",38,38
"8296","P81683","FEMALE","44",49,49
"8297","P81683","FEMALE","45",47,47
"8298","P81683","FEMALE","46",35,35
"8299","P81683","FEMALE","47",64,64
"8300","P81683","FEMALE","48",38,38
"8301","P81683","FEMALE","49",42,42
"8302","P81683","FEMALE","5",68,68
"8303","P81683","FEMALE","50",33,33
"8304","P81683","FEMALE","51",38,38
"8305","P81683","FEMALE","52",23,23
"8306","P81683","FEMALE","53",23,23
"8307","P81683","FEMALE","54",25,25
"8308","P81683","FEMALE","55",38,38
"8309","P81683","FEMALE","56",19,19
"8310","P81683","FEMALE","57",24,24
"8311","P81683","FEMALE","58",20,20
"8312","P81683","FEMALE","59",28,28
"8313","P81683","FEMALE","6",63,63
"8314","P81683","FEMALE","60",25,25
"8315","P81683","FEMALE","61",24,24
"8316","P81683","FEMALE","62",27,27
"8317","P81683","FEMALE","63",24,24
"8318","P81683","FEMALE","64",20,20
"8319","P81683","FEMALE","65",26,26
"8320","P81683","FEMALE","66",23,23
"8321","P81683","FEMALE","67",39,39
"8322","P81683","FEMALE","68",28,28
"8323","P81683","FEMALE","69",18,18
"8324","P81683","FEMALE","7",56,56
"8325","P81683","FEMALE","70",10,10
"8326","P81683","FEMALE","71",8,8
"8327","P81683","FEMALE","72",11,11
"8328","P81683","FEMALE","73",13,13
"8329","P81683","FEMALE","74",17,17
"8330","P81683","FEMALE","75",11,11
"8331","P81683","FEMALE","76",8,8
"8332","P81683","FEMALE","77",6,6
"8333","P81683","FEMALE","78",11,11
"8334","P81683","FEMALE","79",6,6
"8335","P81683","FEMALE","8",68,68
"8336","P81683","FEMALE","80",2,2
"8337","P81683","FEMALE","81",10,10
"8338","P81683","FEMALE","82",6,6
"8339","P81683","FEMALE","83",5,5
"8340","P81683","FEMALE","84",4,4
"8341","P81683","FEMALE","85",4,4
"8342","P81683","FEMALE","86",3,3
"8343","P81683","FEMALE","87",3,3
"8344","P81683","FEMALE","88",2,2
"8345","P81683","FEMALE","89",5,5
"8346","P81683","FEMALE","9",74,74
"8347","P81683","FEMALE","90",1,1
"8348","P81683","FEMALE","91",0,0
"8349","P81683","FEMALE","92",1,1
"8350","P81683","FEMALE","93",1,1
"8351","P81683","FEMALE","94",0,0
"8352","P81683","FEMALE","95+",2,2
"8353","P81694","FEMALE","0",42,42
"8354","P81694","FEMALE","1",38,38
"8355","P81694","FEMALE","10",36,36
"8356","P81694","FEMALE","11",39,39
"8357","P81694","FEMALE","12",35,35
"8358","P81694","FEMALE","13",23,23
"8359","P81694","FEMALE","14",36,36
"8360","P81694","FEMALE","15",22,22
"8361","P81694","FEMALE","16",25,25
"8362","P81694","FEMALE","17",31,31
"8363","P81694","FEMALE","18",27,27
"8364","P81694","FEMALE","19",27,27
"8365","P81694","FEMALE","2",40,40
"8366","P81694","FEMALE","20",24,24
"8367","P81694","FEMALE","21",38,38
"8368","P81694","FEMALE","22",39,39
"8369","P81694","FEMALE","23",50,50
"8370","P81694","FEMALE","24",49,49
"8371","P81694","FEMALE","25",37,37
"8372","P81694","FEMALE","26",48,48
"8373","P81694","FEMALE","27",46,46
"8374","P81694","FEMALE","28",54,54
"8375","P81694","FEMALE","29",33,33
"8376","P81694","FEMALE","3",49,49
"8377","P81694","FEMALE","30",40,40
"8378","P81694","FEMALE","31",45,45
"8379","P81694","FEMALE","32",42,42
"8380","P81694","FEMALE","33",36,36
"8381","P81694","FEMALE","34",40,40
"8382","P81694","FEMALE","35",26,26
"8383","P81694","FEMALE","36",44,44
"8384","P81694","FEMALE","37",38,38
"8385","P81694","FEMALE","38",29,29
"8386","P81694","FEMALE","39",34,34
"8387","P81694","FEMALE","4",37,37
"8388","P81694","FEMALE","40",44,44
"8389","P81694","FEMALE","41",33,33
"8390","P81694","FEMALE","42",24,24
"8391","P81694","FEMALE","43",23,23
"8392","P81694","FEMALE","44",23,23
"8393","P81694","FEMALE","45",30,30
"8394","P81694","FEMALE","46",24,24
"8395","P81694","FEMALE","47",32,32
"8396","P81694","FEMALE","48",19,19
"8397","P81694","FEMALE","49",28,28
"8398","P81694","FEMALE","5",43,43
"8399","P81694","FEMALE","50",29,29
"8400","P81694","FEMALE","51",34,34
"8401","P81694","FEMALE","52",27,27
"8402","P81694","FEMALE","53",16,16
"8403","P81694","FEMALE","54",21,21
"8404","P81694","FEMALE","55",20,20
"8405","P81694","FEMALE","56",22,22
"8406","P81694","FEMALE","57",13,13
"8407","P81694","FEMALE","58",16,16
"8408","P81694","FEMALE","59",11,11
"8409","P81694","FEMALE","6",35,35
"8410","P81694","FEMALE","60",11,11
"8411","P81694","FEMALE","61",13,13
"8412","P81694","FEMALE","62",6,6
"8413","P81694","FEMALE","63",12,12
"8414","P81694","FEMALE","64",18,18
"8415","P81694","FEMALE","65",13,13
"8416","P81694","FEMALE","66",12,12
"8417","P81694","FEMALE","67",10,10
"8418","P81694","FEMALE","68",5,5
"8419","P81694","FEMALE","69",10,10
"8420","P81694","FEMALE","7",31,31
"8421","P81694","FEMALE","70",9,9
"8422","P81694","FEMALE","71",8,8
"8423","P81694","FEMALE","72",8,8
"8424","P81694","FEMALE","73",15,15
"8425","P81694","FEMALE","74",9,9
"8426","P81694","FEMALE","75",7,7
"8427","P81694","FEMALE","76",7,7
"8428","P81694","FEMALE","77",7,7
"8429","P81694","FEMALE","78",5,5
"8430","P81694","FEMALE","79",4,4
"8431","P81694","FEMALE","8",33,33
"8432","P81694","FEMALE","80",4,4
"8433","P81694","FEMALE","81",6,6
"8434","P81694","FEMALE","82",1,1
"8435","P81694","FEMALE","83",4,4
"8436","P81694","FEMALE","84",5,5
"8437","P81694","FEMALE","85",1,1
"8438","P81694","FEMALE","86",7,7
"8439","P81694","FEMALE","87",3,3
"8440","P81694","FEMALE","88",0,0
"8441","P81694","FEMALE","89",3,3
"8442","P81694","FEMALE","9",29,29
"8443","P81694","FEMALE","90",0,0
"8444","P81694","FEMALE","91",0,0
"8445","P81694","FEMALE","92",0,0
"8446","P81694","FEMALE","93",2,2
"8447","P81694","FEMALE","94",1,1
"8448","P81694","FEMALE","95+",2,2
"8449","P81704","FEMALE","0",61,61
"8450","P81704","FEMALE","1",75,75
"8451","P81704","FEMALE","10",90,90
"8452","P81704","FEMALE","11",76,76
"8453","P81704","FEMALE","12",82,82
"8454","P81704","FEMALE","13",75,75
"8455","P81704","FEMALE","14",64,64
"8456","P81704","FEMALE","15",73,73
"8457","P81704","FEMALE","16",91,91
"8458","P81704","FEMALE","17",86,86
"8459","P81704","FEMALE","18",63,63
"8460","P81704","FEMALE","19",68,68
"8461","P81704","FEMALE","2",57,57
"8462","P81704","FEMALE","20",73,73
"8463","P81704","FEMALE","21",56,56
"8464","P81704","FEMALE","22",64,64
"8465","P81704","FEMALE","23",81,81
"8466","P81704","FEMALE","24",70,70
"8467","P81704","FEMALE","25",65,65
"8468","P81704","FEMALE","26",78,78
"8469","P81704","FEMALE","27",76,76
"8470","P81704","FEMALE","28",73,73
"8471","P81704","FEMALE","29",102,102
"8472","P81704","FEMALE","3",73,73
"8473","P81704","FEMALE","30",91,91
"8474","P81704","FEMALE","31",66,66
"8475","P81704","FEMALE","32",80,80
"8476","P81704","FEMALE","33",89,89
"8477","P81704","FEMALE","34",70,70
"8478","P81704","FEMALE","35",81,81
"8479","P81704","FEMALE","36",86,86
"8480","P81704","FEMALE","37",75,75
"8481","P81704","FEMALE","38",81,81
"8482","P81704","FEMALE","39",88,88
"8483","P81704","FEMALE","4",69,69
"8484","P81704","FEMALE","40",66,66
"8485","P81704","FEMALE","41",72,72
"8486","P81704","FEMALE","42",69,69
"8487","P81704","FEMALE","43",67,67
"8488","P81704","FEMALE","44",68,68
"8489","P81704","FEMALE","45",86,86
"8490","P81704","FEMALE","46",60,60
"8491","P81704","FEMALE","47",73,73
"8492","P81704","FEMALE","48",63,63
"8493","P81704","FEMALE","49",80,80
"8494","P81704","FEMALE","5",78,78
"8495","P81704","FEMALE","50",68,68
"8496","P81704","FEMALE","51",69,69
"8497","P81704","FEMALE","52",71,71
"8498","P81704","FEMALE","53",55,55
"8499","P81704","FEMALE","54",64,64
"8500","P81704","FEMALE","55",74,74
"8501","P81704","FEMALE","56",76,76
"8502","P81704","FEMALE","57",63,63
"8503","P81704","FEMALE","58",59,59
"8504","P81704","FEMALE","59",55,55
"8505","P81704","FEMALE","6",71,71
"8506","P81704","FEMALE","60",63,63
"8507","P81704","FEMALE","61",45,45
"8508","P81704","FEMALE","62",49,49
"8509","P81704","FEMALE","63",48,48
"8510","P81704","FEMALE","64",53,53
"8511","P81704","FEMALE","65",56,56
"8512","P81704","FEMALE","66",36,36
"8513","P81704","FEMALE","67",40,40
"8514","P81704","FEMALE","68",41,41
"8515","P81704","FEMALE","69",42,42
"8516","P81704","FEMALE","7",72,72
"8517","P81704","FEMALE","70",36,36
"8518","P81704","FEMALE","71",40,40
"8519","P81704","FEMALE","72",48,48
"8520","P81704","FEMALE","73",42,42
"8521","P81704","FEMALE","74",27,27
"8522","P81704","FEMALE","75",29,29
"8523","P81704","FEMALE","76",44,44
"8524","P81704","FEMALE","77",32,32
"8525","P81704","FEMALE","78",21,21
"8526","P81704","FEMALE","79",30,30
"8527","P81704","FEMALE","8",82,82
"8528","P81704","FEMALE","80",29,29
"8529","P81704","FEMALE","81",30,30
"8530","P81704","FEMALE","82",17,17
"8531","P81704","FEMALE","83",17,17
"8532","P81704","FEMALE","84",27,27
"8533","P81704","FEMALE","85",15,15
"8534","P81704","FEMALE","86",16,16
"8535","P81704","FEMALE","87",23,23
"8536","P81704","FEMALE","88",14,14
"8537","P81704","FEMALE","89",11,11
"8538","P81704","FEMALE","9",76,76
"8539","P81704","FEMALE","90",12,12
"8540","P81704","FEMALE","91",4,4
"8541","P81704","FEMALE","92",10,10
"8542","P81704","FEMALE","93",10,10
"8543","P81704","FEMALE","94",5,5
"8544","P81704","FEMALE","95+",14,14
"8545","P81707","FEMALE","0",29,29
"8546","P81707","FEMALE","1",41,41
"8547","P81707","FEMALE","10",58,58
"8548","P81707","FEMALE","11",47,47
"8549","P81707","FEMALE","12",42,42
"8550","P81707","FEMALE","13",53,53
"8551","P81707","FEMALE","14",43,43
"8552","P81707","FEMALE","15",50,50
"8553","P81707","FEMALE","16",49,49
"8554","P81707","FEMALE","17",41,41
"8555","P81707","FEMALE","18",54,54
"8556","P81707","FEMALE","19",47,47
"8557","P81707","FEMALE","2",41,41
"8558","P81707","FEMALE","20",46,46
"8559","P81707","FEMALE","21",40,40
"8560","P81707","FEMALE","22",45,45
"8561","P81707","FEMALE","23",45,45
"8562","P81707","FEMALE","24",41,41
"8563","P81707","FEMALE","25",31,31
"8564","P81707","FEMALE","26",41,41
"8565","P81707","FEMALE","27",35,35
"8566","P81707","FEMALE","28",39,39
"8567","P81707","FEMALE","29",43,43
"8568","P81707","FEMALE","3",46,46
"8569","P81707","FEMALE","30",41,41
"8570","P81707","FEMALE","31",51,51
"8571","P81707","FEMALE","32",41,41
"8572","P81707","FEMALE","33",43,43
"8573","P81707","FEMALE","34",50,50
"8574","P81707","FEMALE","35",52,52
"8575","P81707","FEMALE","36",35,35
"8576","P81707","FEMALE","37",37,37
"8577","P81707","FEMALE","38",30,30
"8578","P81707","FEMALE","39",40,40
"8579","P81707","FEMALE","4",45,45
"8580","P81707","FEMALE","40",39,39
"8581","P81707","FEMALE","41",35,35
"8582","P81707","FEMALE","42",30,30
"8583","P81707","FEMALE","43",28,28
"8584","P81707","FEMALE","44",33,33
"8585","P81707","FEMALE","45",45,45
"8586","P81707","FEMALE","46",29,29
"8587","P81707","FEMALE","47",18,18
"8588","P81707","FEMALE","48",43,43
"8589","P81707","FEMALE","49",38,38
"8590","P81707","FEMALE","5",35,35
"8591","P81707","FEMALE","50",31,31
"8592","P81707","FEMALE","51",36,36
"8593","P81707","FEMALE","52",39,39
"8594","P81707","FEMALE","53",35,35
"8595","P81707","FEMALE","54",31,31
"8596","P81707","FEMALE","55",21,21
"8597","P81707","FEMALE","56",20,20
"8598","P81707","FEMALE","57",25,25
"8599","P81707","FEMALE","58",25,25
"8600","P81707","FEMALE","59",16,16
"8601","P81707","FEMALE","6",36,36
"8602","P81707","FEMALE","60",27,27
"8603","P81707","FEMALE","61",24,24
"8604","P81707","FEMALE","62",17,17
"8605","P81707","FEMALE","63",24,24
"8606","P81707","FEMALE","64",19,19
"8607","P81707","FEMALE","65",18,18
"8608","P81707","FEMALE","66",11,11
"8609","P81707","FEMALE","67",19,19
"8610","P81707","FEMALE","68",14,14
"8611","P81707","FEMALE","69",19,19
"8612","P81707","FEMALE","7",39,39
"8613","P81707","FEMALE","70",19,19
"8614","P81707","FEMALE","71",20,20
"8615","P81707","FEMALE","72",21,21
"8616","P81707","FEMALE","73",9,9
"8617","P81707","FEMALE","74",13,13
"8618","P81707","FEMALE","75",5,5
"8619","P81707","FEMALE","76",6,6
"8620","P81707","FEMALE","77",8,8
"8621","P81707","FEMALE","78",7,7
"8622","P81707","FEMALE","79",7,7
"8623","P81707","FEMALE","8",49,49
"8624","P81707","FEMALE","80",10,10
"8625","P81707","FEMALE","81",5,5
"8626","P81707","FEMALE","82",5,5
"8627","P81707","FEMALE","83",8,8
"8628","P81707","FEMALE","84",4,4
"8629","P81707","FEMALE","85",6,6
"8630","P81707","FEMALE","86",7,7
"8631","P81707","FEMALE","87",2,2
"8632","P81707","FEMALE","88",6,6
"8633","P81707","FEMALE","89",5,5
"8634","P81707","FEMALE","9",49,49
"8635","P81707","FEMALE","90",0,0
"8636","P81707","FEMALE","91",2,2
"8637","P81707","FEMALE","92",1,1
"8638","P81707","FEMALE","93",2,2
"8639","P81707","FEMALE","94",1,1
"8640","P81707","FEMALE","95+",4,4
"8641","P81709","FEMALE","0",21,21
"8642","P81709","FEMALE","1",47,47
"8643","P81709","FEMALE","10",45,45
"8644","P81709","FEMALE","11",40,40
"8645","P81709","FEMALE","12",42,42
"8646","P81709","FEMALE","13",36,36
"8647","P81709","FEMALE","14",47,47
"8648","P81709","FEMALE","15",46,46
"8649","P81709","FEMALE","16",36,36
"8650","P81709","FEMALE","17",25,25
"8651","P81709","FEMALE","18",31,31
"8652","P81709","FEMALE","19",25,25
"8653","P81709","FEMALE","2",30,30
"8654","P81709","FEMALE","20",29,29
"8655","P81709","FEMALE","21",29,29
"8656","P81709","FEMALE","22",30,30
"8657","P81709","FEMALE","23",42,42
"8658","P81709","FEMALE","24",26,26
"8659","P81709","FEMALE","25",53,53
"8660","P81709","FEMALE","26",33,33
"8661","P81709","FEMALE","27",39,39
"8662","P81709","FEMALE","28",41,41
"8663","P81709","FEMALE","29",43,43
"8664","P81709","FEMALE","3",37,37
"8665","P81709","FEMALE","30",42,42
"8666","P81709","FEMALE","31",46,46
"8667","P81709","FEMALE","32",48,48
"8668","P81709","FEMALE","33",44,44
"8669","P81709","FEMALE","34",46,46
"8670","P81709","FEMALE","35",48,48
"8671","P81709","FEMALE","36",40,40
"8672","P81709","FEMALE","37",44,44
"8673","P81709","FEMALE","38",32,32
"8674","P81709","FEMALE","39",26,26
"8675","P81709","FEMALE","4",43,43
"8676","P81709","FEMALE","40",27,27
"8677","P81709","FEMALE","41",27,27
"8678","P81709","FEMALE","42",31,31
"8679","P81709","FEMALE","43",26,26
"8680","P81709","FEMALE","44",18,18
"8681","P81709","FEMALE","45",25,25
"8682","P81709","FEMALE","46",25,25
"8683","P81709","FEMALE","47",24,24
"8684","P81709","FEMALE","48",40,40
"8685","P81709","FEMALE","49",23,23
"8686","P81709","FEMALE","5",48,48
"8687","P81709","FEMALE","50",39,39
"8688","P81709","FEMALE","51",30,30
"8689","P81709","FEMALE","52",34,34
"8690","P81709","FEMALE","53",24,24
"8691","P81709","FEMALE","54",29,29
"8692","P81709","FEMALE","55",37,37
"8693","P81709","FEMALE","56",28,28
"8694","P81709","FEMALE","57",33,33
"8695","P81709","FEMALE","58",21,21
"8696","P81709","FEMALE","59",39,39
"8697","P81709","FEMALE","6",38,38
"8698","P81709","FEMALE","60",19,19
"8699","P81709","FEMALE","61",21,21
"8700","P81709","FEMALE","62",20,20
"8701","P81709","FEMALE","63",20,20
"8702","P81709","FEMALE","64",17,17
"8703","P81709","FEMALE","65",14,14
"8704","P81709","FEMALE","66",24,24
"8705","P81709","FEMALE","67",15,15
"8706","P81709","FEMALE","68",9,9
"8707","P81709","FEMALE","69",14,14
"8708","P81709","FEMALE","7",46,46
"8709","P81709","FEMALE","70",15,15
"8710","P81709","FEMALE","71",16,16
"8711","P81709","FEMALE","72",16,16
"8712","P81709","FEMALE","73",12,12
"8713","P81709","FEMALE","74",10,10
"8714","P81709","FEMALE","75",10,10
"8715","P81709","FEMALE","76",8,8
"8716","P81709","FEMALE","77",8,8
"8717","P81709","FEMALE","78",9,9
"8718","P81709","FEMALE","79",9,9
"8719","P81709","FEMALE","8",45,45
"8720","P81709","FEMALE","80",7,7
"8721","P81709","FEMALE","81",5,5
"8722","P81709","FEMALE","82",9,9
"8723","P81709","FEMALE","83",4,4
"8724","P81709","FEMALE","84",4,4
"8725","P81709","FEMALE","85",2,2
"8726","P81709","FEMALE","86",4,4
"8727","P81709","FEMALE","87",0,0
"8728","P81709","FEMALE","88",3,3
"8729","P81709","FEMALE","89",2,2
"8730","P81709","FEMALE","9",39,39
"8731","P81709","FEMALE","90",4,4
"8732","P81709","FEMALE","91",3,3
"8733","P81709","FEMALE","92",0,0
"8734","P81709","FEMALE","93",1,1
"8735","P81709","FEMALE","94",0,0
"8736","P81709","FEMALE","95+",3,3
"8737","P81721","FEMALE","0",8,8
"8738","P81721","FEMALE","1",11,11
"8739","P81721","FEMALE","10",24,24
"8740","P81721","FEMALE","11",12,12
"8741","P81721","FEMALE","12",13,13
"8742","P81721","FEMALE","13",16,16
"8743","P81721","FEMALE","14",15,15
"8744","P81721","FEMALE","15",19,19
"8745","P81721","FEMALE","16",25,25
"8746","P81721","FEMALE","17",15,15
"8747","P81721","FEMALE","18",8,8
"8748","P81721","FEMALE","19",14,14
"8749","P81721","FEMALE","2",10,10
"8750","P81721","FEMALE","20",13,13
"8751","P81721","FEMALE","21",16,16
"8752","P81721","FEMALE","22",16,16
"8753","P81721","FEMALE","23",19,19
"8754","P81721","FEMALE","24",20,20
"8755","P81721","FEMALE","25",16,16
"8756","P81721","FEMALE","26",20,20
"8757","P81721","FEMALE","27",11,11
"8758","P81721","FEMALE","28",17,17
"8759","P81721","FEMALE","29",23,23
"8760","P81721","FEMALE","3",9,9
"8761","P81721","FEMALE","30",15,15
"8762","P81721","FEMALE","31",16,16
"8763","P81721","FEMALE","32",19,19
"8764","P81721","FEMALE","33",20,20
"8765","P81721","FEMALE","34",13,13
"8766","P81721","FEMALE","35",18,18
"8767","P81721","FEMALE","36",16,16
"8768","P81721","FEMALE","37",17,17
"8769","P81721","FEMALE","38",16,16
"8770","P81721","FEMALE","39",13,13
"8771","P81721","FEMALE","4",15,15
"8772","P81721","FEMALE","40",14,14
"8773","P81721","FEMALE","41",8,8
"8774","P81721","FEMALE","42",12,12
"8775","P81721","FEMALE","43",11,11
"8776","P81721","FEMALE","44",11,11
"8777","P81721","FEMALE","45",14,14
"8778","P81721","FEMALE","46",12,12
"8779","P81721","FEMALE","47",18,18
"8780","P81721","FEMALE","48",15,15
"8781","P81721","FEMALE","49",15,15
"8782","P81721","FEMALE","5",13,13
"8783","P81721","FEMALE","50",18,18
"8784","P81721","FEMALE","51",17,17
"8785","P81721","FEMALE","52",21,21
"8786","P81721","FEMALE","53",15,15
"8787","P81721","FEMALE","54",22,22
"8788","P81721","FEMALE","55",18,18
"8789","P81721","FEMALE","56",20,20
"8790","P81721","FEMALE","57",17,17
"8791","P81721","FEMALE","58",18,18
"8792","P81721","FEMALE","59",12,12
"8793","P81721","FEMALE","6",15,15
"8794","P81721","FEMALE","60",8,8
"8795","P81721","FEMALE","61",15,15
"8796","P81721","FEMALE","62",12,12
"8797","P81721","FEMALE","63",7,7
"8798","P81721","FEMALE","64",16,16
"8799","P81721","FEMALE","65",7,7
